Grayscale;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184;185;186;187;188;189;190;191;192;193;194;195;196;197;198;199;200;201;202;203;204;205;206;207;208;209;210;211;212;213;214;215;216;217;218;219;220;221;222;223;224;225;226;227;228;229;230;231;232;233;234;235;236;237;238;239;240;241;242;243;244;245;246;247;248;249;250;251;252;253;254;255
Intensity;3;18;40;47;73;116;137;187;248;283;350;426;531;621;685;763;812;867;976;989;987;1020;1037;1089;1063;1104;1071;1083;1008;1012;1031;980;1004;981;944;879;866;876;869;839;784;823;814;744;773;686;711;725;670;675;668;600;694;680;636;670;658;664;627;658;660;665;657;638;670;658;632;641;667;707;703;656;708;731;668;723;750;737;725;646;740;658;698;701;710;755;794;778;749;766;782;726;756;771;780;842;846;871;937;1053;1171;1408;1621;2161;2542;3004;3262;3938;4841;5405;6597;7719;9298;12379;13635;14263;14833;15311;17127;18414;18958;18691;16281;13080;10072;7201;5468;4220;3684;3209;3217;3030;2985;2917;2908;3072;3135;3220;3305;3349;3551;3591;3669;3700;3883;3956;3851;3946;4105;3908;3878;3913;3852;3756;3585;3519;3464;3242;3064;2978;2750;2521;2414;2096;1982;1689;1603;1483;1270;1117;1076;943;893;798;679;578;545;563;470;466;396;369;363;322;300;286;258;246;228;220;208;180;197;183;184;174;129;158;152;134;159;143;126;134;121;134;120;143;139;135;116;163;125;155;150;148;161;170;143;185;185;187;210;198;225;222;250;247;252;284;268;300;321;335;351;384;424;431;438;447;509;476;467;466;460;384;362;358;350;367;220;204;175;108;65;5
